,x,y,z,data,atpole
104,-1794.87179487,461.538461538,-150.0,28.4391462455,-0.860812893699
105,-1794.87179487,564.102564103,-150.0,26.3419253743,-1.17600751144
106,-1794.87179487,666.666666667,-150.0,24.1246262934,-1.51443756757
107,-1794.87179487,769.230769231,-150.0,21.8718528728,-1.82694276454
108,-1794.87179487,871.794871795,-150.0,19.6520091486,-2.07051273189
109,-1794.87179487,974.358974359,-150.0,17.5163752359,-2.23408688889
110,-1794.87179487,1076.92307692,-150.0,15.5003214329,-2.34888701148
111,-1794.87179487,1179.48717949,-150.0,13.6256787884,-2.4700193877
112,-1794.87179487,1282.05128205,-150.0,11.9035071485,-2.63713954746
113,-1794.87179487,1384.61538462,-150.0,10.3367746511,-2.84156638089
114,-1794.87179487,1487.17948718,-150.0,8.92269467173,-3.02705471545
115,-1794.87179487,1589.74358974,-150.0,7.65462783223,-3.12830925413
116,-1794.87179487,1692.30769231,-150.0,6.5235526512,-3.12195392073
117,-1794.87179487,1794.87179487,-150.0,5.51915599296,-3.05256035598
118,-1794.87179487,1897.43589744,-150.0,4.63061139763,-3.01275602482
119,-1794.87179487,2000.0,-150.0,3.84711332341,-3.09035778431
120,-1692.30769231,-2000.0,-150.0,4.92309964387,-2.91843479279
121,-1692.30769231,-1897.43589744,-150.0,5.81959288466,-2.9079954817
122,-1692.30769231,-1794.87179487,-150.0,6.83686475054,-2.97654894576
123,-1692.30769231,-1692.30769231,-150.0,7.98821078648,-2.99621563247
124,-1692.30769231,-1589.74358974,-150.0,9.28726592563,-2.88495898
125,-1692.30769231,-1487.17948718,-150.0,10.7474365165,-2.66048380959
126,-1692.30769231,-1384.61538462,-150.0,12.3810282492,-2.41605439342
127,-1692.30769231,-1282.05128205,-150.0,14.1979655073,-2.23814418294
128,-1692.30769231,-1179.48717949,-150.0,16.203983678,-2.13422119277
129,-1692.30769231,-1076.92307692,-150.0,18.3981793683,-2.02701109465
130,-1692.30769231,-974.358974359,-150.0,20.7698450839,-1.81435524296
131,-1692.30769231,-871.794871795,-150.0,23.294626768,-1.44326357936
132,-1692.30769231,-769.230769231,-150.0,25.9302653464,-0.943073478123
133,-1692.30769231,-666.666666667,-150.0,28.6125511681,-0.40168293925
134,-1692.30769231,-564.102564103,-150.0,31.2526220853,0.08779205206
135,-1692.30769231,-461.538461538,-150.0,33.737250921,0.469230719629
136,-1692.30769231,-358.974358974,-150.0,35.9340005832,0.732931893146
137,-1692.30769231,-256.41025641,-150.0,37.7026255884,0.898555199431
138,-1692.30769231,-153.846153846,-150.0,38.9124930656,0.991884563311
139,-1692.30769231,-51.2820512821,-150.0,39.463238419,1.03098222021
140,-1692.30769231,51.2820512821,-150.0,39.3034105137,1.02405778936
141,-1692.30769231,153.846153846,-150.0,38.4411434609,0.971952233394
142,-1692.30769231,256.41025641,-150.0,36.9429832248,0.868105802716
143,-1692.30769231,358.974358974,-150.0,34.921204602,0.695902122204
144,-1692.30769231,461.538461538,-150.0,32.5140055555,0.430383217957
145,-1692.30769231,564.102564103,-150.0,29.864693281,0.0515364022653
146,-1692.30769231,666.666666667,-150.0,27.1049072829,-0.432758933404
147,-1692.30769231,769.230769231,-150.0,24.3442880694,-0.969168316926
148,-1692.30769231,871.794871795,-150.0,21.666458289,-1.46692621148
149,-1692.30769231,974.358974359,-150.0,19.1297022459,-1.83853146366
150,-1692.30769231,1076.92307692,-150.0,16.7703687667,-2.05279289783
151,-1692.30769231,1179.48717949,-150.0,14.6073537035,-2.16018430633
152,-1692.30769231,1282.05128205,-150.0,12.6465825563,-2.26207398229
153,-1692.30769231,1384.61538462,-150.0,10.8849279961,-2.43756608689
154,-1692.30769231,1487.17948718,-150.0,9.31335765709,-2.68174008113
155,-1692.30769231,1589.74358974,-150.0,7.91931628886,-2.90817673435
156,-1692.30769231,1692.30769231,-150.0,6.68844425484,-3.01999296135
157,-1692.30769231,1794.87179487,-150.0,5.60576486037,-2.99482998656
158,-1692.30769231,1897.43589744,-150.0,4.65646856826,-2.91333384751
159,-1692.30769231,2000.0,-150.0,3.82640309698,-2.90698213984
160,-1589.74358974,-2000.0,-150.0,4.92707029965,-2.76876836607
161,-1589.74358974,-1897.43589744,-150.0,5.87661247785,-2.81848561052
162,-1589.74358974,-1794.87179487,-150.0,6.96315565206,-2.88838484962
163,-1589.74358974,-1692.30769231,-150.0,8.20402081353,-2.82981300448
164,-1589.74358974,-1589.74358974,-150.0,9.61772535283,-2.60461032985
165,-1589.74358974,-1487.17948718,-150.0,11.223520784,-2.30920353579
166,-1589.74358974,-1384.61538462,-150.0,13.040583409,-2.07857555435
167,-1589.74358974,-1282.05128205,-150.0,15.0867030414,-1.95599366005
168,-1589.74358974,-1179.48717949,-150.0,17.3762704006,-1.84726614562
169,-1589.74358974,-1076.92307692,-150.0,19.9173267059,-1.59762536923
170,-1589.74358974,-974.358974359,-150.0,22.7074353672,-1.1185243114
171,-1589.74358974,-871.794871795,-150.0,25.7282155238,-0.455300152475
172,-1589.74358974,-769.230769231,-150.0,28.9386225768,0.250794903857
173,-1589.74358974,-666.666666667,-150.0,32.2675792518,0.860268255756
174,-1589.74358974,-564.102564103,-150.0,35.6074357408,1.30965327315
175,-1589.74358974,-461.538461538,-150.0,38.8108997366,1.61708690378
176,-1589.74358974,-358.974358974,-150.0,41.6950941212,1.83657025379
177,-1589.74358974,-256.41025641,-150.0,44.0563259812,2.00834134341
178,-1589.74358974,-153.846153846,-150.0,45.6968032829,2.13840043605
179,-1589.74358974,-51.2820512821,-150.0,46.4595473177,2.20910290757
180,-1589.74358974,51.2820512821,-150.0,46.261942867,2.20303322802
181,-1589.74358974,153.846153846,-150.0,45.1157229173,2.12060634127
182,-1589.74358974,256.41025641,-150.0,43.1249792557,1.98022288084
183,-1589.74358974,358.974358974,-150.0,40.4628650945,1.80086767748
184,-1589.74358974,461.538461538,-150.0,37.3363714143,1.57805830396
185,-1589.74358974,564.102564103,-150.0,33.9515505214,1.27247752061
186,-1589.74358974,666.666666667,-150.0,30.488219384,0.829312418594
187,-1589.74358974,769.230769231,-150.0,27.0871190016,0.22735230223
188,-1589.74358974,871.794871795,-150.0,23.8476667329,-0.474096457557
189,-1589.74358974,974.358974359,-150.0,20.8323958313,-1.13805815292
190,-1589.74358974,1076.92307692,-150.0,18.0743625722,-1.6219257272
191,-1589.74358974,1179.48717949,-150.0,15.5849621502,-1.87585304677
192,-1589.74358974,1282.05128205,-150.0,13.3608015112,-1.98445151896
193,-1589.74358974,1384.61538462,-150.0,11.3891417906,-2.10264980914
194,-1589.74358974,1487.17948718,-150.0,9.65191128858,-2.32853655462
195,-1589.74358974,1589.74358974,-150.0,8.12850488164,-2.62220590869
196,-1589.74358974,1692.30769231,-150.0,6.79764209009,-2.84761792954
197,-1589.74358974,1794.87179487,-150.0,5.63853657085,-2.90365567844
198,-1589.74358974,1897.43589744,-150.0,4.63158310721,-2.82494008492
199,-1589.74358974,2000.0,-150.0,3.75871829946,-2.76143122126
200,-1487.17948718,-2000.0,-150.0,4.87774704808,-2.64759990705
201,-1487.17948718,-1897.43589744,-150.0,5.8755366193,-2.71043121668
202,-1487.17948718,-1794.87179487,-150.0,7.02712315343,-2.72923246049
203,-1487.17948718,-1692.30769231,-150.0,8.35446558597,-2.56875920174
204,-1487.17948718,-1589.74358974,-150.0,9.88187531715,-2.26151282182
205,-1487.17948718,-1487.17948718,-150.0,11.6357779598,-1.96906452611
206,-1487.17948718,-1384.61538462,-150.0,13.6441203775,-1.80779272719
207,-1487.17948718,-1282.05128205,-150.0,15.9352178206,-1.71142722284
208,-1487.17948718,-1179.48717949,-150.0,18.5357480107,-1.47358594578
209,-1487.17948718,-1076.92307692,-150.0,21.467493905,-0.932567181576
210,-1487.17948718,-974.358974359,-150.0,24.7423367009,-0.12029784624
211,-1487.17948718,-871.794871795,-150.0,28.3549656021,0.761065893208
212,-1487.17948718,-769.230769231,-150.0,32.2729303495,1.50128937331
213,-1487.17948718,-666.666666667,-150.0,36.4242452439,2.02861845513
214,-1487.17948718,-564.102564103,-150.0,40.6840686616,2.4236947474
215,-1487.17948718,-461.538461538,-150.0,44.8642396228,2.81764678651
216,-1487.17948718,-358.974358974,-150.0,48.7122775636,3.27948479896
217,-1487.17948718,-256.41025641,-150.0,51.9281638792,3.77502167953
218,-1487.17948718,-153.846153846,-150.0,54.2046910398,4.20054177648
219,-1487.17948718,-51.2820512821,-150.0,55.2877997786,4.44514507733
220,-1487.17948718,51.2820512821,-150.0,55.0394937862,4.44103032857
221,-1487.17948718,153.846153846,-150.0,53.4772295571,4.18802933679
222,-1487.17948718,256.41025641,-150.0,50.7703899305,3.75375358089
223,-1487.17948718,358.974358974,-150.0,47.1952392932,3.24951318093
224,-1487.17948718,461.538461538,-150.0,43.0696652716,2.78059196272
225,-1487.17948718,564.102564103,-150.0,38.6938559364,2.3837852241
226,-1487.17948718,666.666666667,-150.0,34.3129711659,1.99213823457
227,-1487.17948718,769.230769231,-150.0,30.1037919429,1.47359168559
228,-1487.17948718,871.794871795,-150.0,26.1785231788,0.742721890429
229,-1487.17948718,974.358974359,-150.0,22.5970836687,-0.134665491789
230,-1487.17948718,1076.92307692,-150.0,19.3813744444,-0.950620753548
231,-1487.17948718,1179.48717949,-150.0,16.5280052652,-1.49915498261
232,-1487.17948718,1282.05128205,-150.0,14.0182103039,-1.7414457367
233,-1487.17948718,1384.61538462,-150.0,11.8249308374,-1.83542216568
234,-1487.17948718,1487.17948718,-150.0,9.91755418346,-1.98995328012
235,-1487.17948718,1589.74358974,-150.0,8.26490434386,-2.27678131368
236,-1487.17948718,1692.30769231,-150.0,6.83701107208,-2.58187250778
237,-1487.17948718,1794.87179487,-150.0,5.60606492364,-2.7406533301
238,-1487.17948718,1897.43589744,-150.0,4.54685115797,-2.71609828788
239,-1487.17948718,2000.0,-150.0,3.63686325245,-2.64253732045
240,-1384.61538462,-2000.0,-150.0,4.76708128207,-2.54615421277
241,-1384.61538462,-1897.43589744,-150.0,5.80607487002,-2.57281577066
242,-1384.61538462,-1794.87179487,-150.0,7.01571702897,-2.50408671386
243,-1384.61538462,-1692.30769231,-150.0,8.42314332296,-2.24855506928
244,-1384.61538462,-1589.74358974,-150.0,10.0593210048,-1.91291654201
245,-1384.61538462,-1487.17948718,-150.0,11.9591882201,-1.68002490418
246,-1384.61538462,-1384.61538462,-150.0,14.1614930742,-1.57956988466
247,-1384.61538462,-1282.05128205,-150.0,16.7080931049,-1.40627327722
248,-1384.61538462,-1179.48717949,-150.0,19.6423369046,-0.89792244832
249,-1384.61538462,-1076.92307692,-150.0,23.0059508286,-0.000349248313525
250,-1384.61538462,-974.358974359,-150.0,26.8335935246,1.05868990233
251,-1384.61538462,-871.794871795,-150.0,31.1439597804,1.9689585637
252,-1384.61538462,-769.230769231,-150.0,35.9261592515,2.61157306466
253,-1384.61538462,-666.666666667,-150.0,41.1204289306,3.14417893859
254,-1384.61538462,-564.102564103,-150.0,46.5937659086,3.83832285613
255,-1384.61538462,-461.538461538,-150.0,52.1147710222,4.84418741746
256,-1384.61538462,-358.974358974,-150.0,57.3383674004,6.08568977826
257,-1384.61538462,-256.41025641,-150.0,61.8180468567,7.32801407578
258,-1384.61538462,-153.846153846,-150.0,65.0638522894,8.31259762595
259,-1384.61538462,-51.2820512821,-150.0,66.6484168378,8.85037408909
260,-1384.61538462,51.2820512821,-150.0,66.3303598235,8.84867450358
261,-1384.61538462,153.846153846,-150.0,64.1366160004,8.30732667527
262,-1384.61538462,256.41025641,-150.0,60.3558536405,7.31825098767
263,-1384.61538462,358.974358974,-150.0,55.4461066676,6.06925440299
264,-1384.61538462,461.538461538,-150.0,49.908387288,4.81851937844
265,-1384.61538462,564.102564103,-150.0,44.1840324919,3.8032745501
266,-1384.61538462,666.666666667,-150.0,38.6030165336,3.10463728118
267,-1384.61538462,769.230769231,-150.0,33.377676379,2.57634514263
268,-1384.61538462,871.794871795,-150.0,28.6221088933,1.94502795861
269,-1384.61538462,974.358974359,-150.0,24.3794959068,1.0452565645
270,-1384.61538462,1076.92307692,-150.0,20.6472368992,-0.0117842382564
271,-1384.61538462,1179.48717949,-150.0,17.3962013743,-0.916366711263
272,-1384.61538462,1282.05128205,-150.0,14.5839527689,-1.43342506079
273,-1384.61538462,1384.61538462,-150.0,12.1631417717,-1.60903903759
274,-1384.61538462,1487.17948718,-150.0,10.0864698476,-1.70398546647
275,-1384.61538462,1589.74358974,-150.0,8.30939120242,-1.92878886462
276,-1384.61538462,1692.30769231,-150.0,6.79140111434,-2.25896472174
277,-1384.61538462,1794.87179487,-150.0,5.49648117813,-2.51143196719
278,-1384.61538462,1897.43589744,-150.0,4.39306735985,-2.57543704048
279,-1384.61538462,2000.0,-150.0,3.45376737517,-2.54005126639
280,-1282.05128205,-2000.0,-150.0,4.58732066299,-2.45111080688
281,-1282.05128205,-1897.43589744,-150.0,5.65802096956,-2.40411554717
282,-1282.05128205,-1794.87179487,-150.0,6.91561064295,-2.23994732548
283,-1282.05128205,-1692.30769231,-150.0,8.3927949539,-1.92631485319
284,-1282.05128205,-1589.74358974,-150.0,10.1279084087,-1.61863487852
285,-1282.05128205,-1487.17948718,-150.0,12.1656122999,-1.45759284642
286,-1282.05128205,-1384.61538462,-150.0,14.5574387018,-1.33658607759
287,-1282.05128205,-1282.05128205,-150.0,17.3619471453,-0.940507226656
288,-1282.05128205,-1179.48717949,-150.0,20.6440783182,-0.0637670537787
289,-1282.05128205,-1076.92307692,-150.0,24.4729901618,1.13467119456
290,-1282.05128205,-974.358974359,-150.0,28.9171921587,2.25241536759
291,-1282.05128205,-871.794871795,-150.0,34.0351131137,3.04721737771
292,-1282.05128205,-769.230769231,-150.0,39.8584032379,3.70429851573
293,-1282.05128205,-666.666666667,-150.0,46.3646562384,4.6848836984
294,-1282.05128205,-564.102564103,-150.0,53.4369752287,6.31468978676
295,-1282.05128205,-461.538461538,-150.0,60.812352516,8.51547532643
296,-1282.05128205,-358.974358974,-150.0,68.0326619992,10.8857646304
297,-1282.05128205,-256.41025641,-150.0,74.4317749241,12.9747991706
298,-1282.05128205,-153.846153846,-150.0,79.2078452994,14.4769471825
299,-1282.05128205,-51.2820512821,-150.0,81.6102718424,15.2501381158
300,-1282.05128205,51.2820512821,-150.0,81.1934490671,15.248827898
301,-1282.05128205,153.846153846,-150.0,78.0007611008,14.4740323944
302,-1282.05128205,256.41025641,-150.0,72.551541563,12.9720365137
303,-1282.05128205,358.974358974,-150.0,65.6385040062,10.8826366892
304,-1282.05128205,461.538461538,-150.0,58.0712809915,8.50725195898
305,-1282.05128205,564.102564103,-150.0,50.4990035143,6.2948909212
306,-1282.05128205,666.666666667,-150.0,43.3508900469,4.6517379231
307,-1282.05128205,769.230769231,-150.0,36.8590910292,3.66512970423
308,-1282.05128205,871.794871795,-150.0,31.113138667,3.01456730993
309,-1282.05128205,974.358974359,-150.0,26.1135170724,2.23380108892
310,-1282.05128205,1076.92307692,-150.0,21.8120945633,1.12588395808
311,-1282.05128205,1179.48717949,-150.0,18.1385846198,-0.07438221846
312,-1282.05128205,1282.05128205,-150.0,15.0162378879,-0.960844425893
313,-1282.05128205,1384.61538462,-150.0,12.3703546926,-1.3641598027
314,-1282.05128205,1487.17948718,-150.0,10.132404394,-1.48354721417
315,-1282.05128205,1589.74358974,-150.0,8.24161939606,-1.63659607728
316,-1282.05128205,1692.30769231,-150.0,6.64522108853,-1.93614369146
317,-1282.05128205,1794.87179487,-150.0,5.29795957105,-2.2439585917
318,-1282.05128205,1897.43589744,-150.0,4.16135339982,-2.40216004681
319,-1282.05128205,2000.0,-150.0,3.20283955267,-2.44051203521
320,-1179.48717949,-2000.0,-150.0,4.33143916639,-2.34797656629
321,-1179.48717949,-1897.43589744,-150.0,5.42178912411,-2.20530466319
322,-1179.48717949,-1794.87179487,-150.0,6.71385878745,-1.96182413065
323,-1179.48717949,-1692.30769231,-150.0,8.24609124771,-1.64049955246
324,-1179.48717949,-1589.74358974,-150.0,10.0646295768,-1.3982239052
325,-1179.48717949,-1487.17948718,-150.0,12.2247634348,-1.27076933157
326,-1179.48717949,-1384.61538462,-150.0,14.792486217,-1.00423585362
327,-1179.48717949,-1282.05128205,-150.0,17.846003073,-0.257513319962
328,-1179.48717949,-1179.48717949,-150.0,21.4768388231,0.991699821044
329,-1179.48717949,-1076.92307692,-150.0,25.7898336869,2.33489816435
330,-1179.48717949,-974.358974359,-150.0,30.9006530118,3.33939377622
331,-1179.48717949,-871.794871795,-150.0,36.9282747606,4.07901843411
332,-1179.48717949,-769.230769231,-150.0,43.9780214127,5.1779890752
333,-1179.48717949,-666.666666667,-150.0,52.1080406082,7.2623693037
334,-1179.48717949,-564.102564103,-150.0,61.269702377,10.3760666997
335,-1179.48717949,-461.538461538,-150.0,71.2141862636,13.9466746234
336,-1179.48717949,-358.974358974,-150.0,81.373494393,17.2569760767
337,-1179.48717949,-256.41025641,-150.0,90.7679057132,19.8709905353
338,-1179.48717949,-153.846153846,-150.0,98.0566875137,21.6538476577
339,-1179.48717949,-51.2820512821,-150.0,101.858215923,22.5642875978
340,-1179.48717949,51.2820512821,-150.0,101.296773529,22.5599322971
341,-1179.48717949,153.846153846,-150.0,96.4458705448,21.6433655586
342,-1179.48717949,256.41025641,-150.0,88.3005820274,19.860967659
343,-1179.48717949,358.974358974,-150.0,78.2984109613,17.2536017067
344,-1179.48717949,461.538461538,-150.0,67.7745425958,13.9491724879
345,-1179.48717949,564.102564103,-150.0,57.6669310487,10.3744644172
346,-1179.48717949,666.666666667,-150.0,48.4911180023,7.2450123623
347,-1179.48717949,769.230769231,-150.0,40.44799105,5.14353853063
348,-1179.48717949,871.794871795,-150.0,33.5483942406,4.03995327537
349,-1179.48717949,974.358974359,-150.0,27.7067840428,3.31147087821
350,-1179.48717949,1076.92307692,-150.0,22.7990115502,2.3227895576
351,-1179.48717949,1179.48717949,-150.0,18.6936712377,0.985974301947
352,-1179.48717949,1282.05128205,-150.0,15.2671997688,-0.269499316739
353,-1179.48717949,1384.61538462,-150.0,12.4099652163,-1.02608747565
354,-1179.48717949,1487.17948718,-150.0,10.0277360187,-1.2958249453
355,-1179.48717949,1589.74358974,-150.0,8.0409749659,-1.41792510822
356,-1179.48717949,1692.30769231,-150.0,6.38324591746,-1.65120951278
357,-1179.48717949,1794.87179487,-150.0,4.99937771889,-1.96380940678
358,-1179.48717949,1897.43589744,-150.0,3.84368714215,-2.19830586435
359,-1179.48717949,2000.0,-150.0,2.87838608022,-2.33021268521
360,-1076.92307692,-2000.0,-150.0,3.99362569842,-2.23139933822
361,-1076.92307692,-1897.43589744,-150.0,5.08904909319,-1.98113192676
362,-1076.92307692,-1794.87179487,-150.0,6.39871627634,-1.68273716584
363,-1076.92307692,-1692.30769231,-150.0,7.96667492745,-1.39604038311
364,-1076.92307692,-1589.74358974,-150.0,9.84692399429,-1.22601009422
365,-1076.92307692,-1487.17948718,-150.0,12.1057823217,-1.06027125827
366,-1076.92307692,-1384.61538462,-150.0,14.8247606946,-0.528554720927
367,-1076.92307692,-1282.05128205,-150.0,18.1039446409,0.625363716425
368,-1076.92307692,-1179.48717949,-150.0,22.0657602704,2.14944111608
369,-1076.92307692,-1076.92307692,-150.0,26.8586774649,3.45048141205
370,-1076.92307692,-974.358974359,-150.0,32.6597013301,4.30000717533
371,-1076.92307692,-871.794871795,-150.0,39.6730118585,5.30227698867
372,-1076.92307692,-769.230769231,-150.0,48.1190918212,7.46249759989
373,-1076.92307692,-666.666666667,-150.0,58.2029860251,11.205452598
374,-1076.92307692,-564.102564103,-150.0,70.0410237705,15.9170772273
375,-1076.92307692,-461.538461538,-150.0,83.5150756167,20.5308261455
376,-1076.92307692,-358.974358974,-150.0,98.0290708207,24.4469137364
377,-1076.92307692,-256.41025641,-150.0,112.212017834,27.7078039131
378,-1076.92307692,-153.846153846,-150.0,123.800982008,30.3552648526
379,-1076.92307692,-51.2820512821,-150.0,130.128270554,31.9512594572
380,-1076.92307692,51.2820512821,-150.0,129.346826421,31.9434617223
381,-1076.92307692,153.846153846,-150.0,121.588744918,30.3335962008
382,-1076.92307692,256.41025641,-150.0,108.901961175,27.6797196211
383,-1076.92307692,358.974358974,-150.0,94.0202905572,24.425928267
