,x,y,z,data
267,-1384.61538462,769.230769231,-150.0,90.2640515254
268,-1384.61538462,871.794871795,-150.0,91.2708290081
269,-1384.61538462,974.358974359,-150.0,92.517218341
270,-1384.61538462,1076.92307692,-150.0,93.9335160877
271,-1384.61538462,1179.48717949,-150.0,95.0635259236
272,-1384.61538462,1282.05128205,-150.0,93.8062932847
273,-1384.61538462,1384.61538462,-150.0,82.0962280262
274,-1384.61538462,1487.17948718,-150.0,45.3092243076
275,-1384.61538462,1589.74358974,-150.0,3.85842465233
276,-1384.61538462,1692.30769231,-150.0,-11.5026239059
277,-1384.61538462,1794.87179487,-150.0,-13.2786776668
278,-1384.61538462,1897.43589744,-150.0,-11.8932997827
279,-1384.61538462,2000.0,-150.0,-10.1515285889
280,-1282.05128205,-2000.0,-150.0,-10.2335439282
281,-1282.05128205,-1897.43589744,-150.0,-12.1903131623
282,-1282.05128205,-1794.87179487,-150.0,-13.9133791957
283,-1282.05128205,-1692.30769231,-150.0,-12.5722825356
284,-1282.05128205,-1589.74358974,-150.0,2.35625658833
285,-1282.05128205,-1487.17948718,-150.0,42.423460095
286,-1282.05128205,-1384.61538462,-150.0,75.4478578726
287,-1282.05128205,-1282.05128205,-150.0,82.9222059282
288,-1282.05128205,-1179.48717949,-150.0,80.7627750101
289,-1282.05128205,-1076.92307692,-150.0,77.7081598576
290,-1282.05128205,-974.358974359,-150.0,76.2095269973
291,-1282.05128205,-871.794871795,-150.0,75.7458094959
292,-1282.05128205,-769.230769231,-150.0,75.3089059922
293,-1282.05128205,-666.666666667,-150.0,74.6669178163
294,-1282.05128205,-564.102564103,-150.0,73.9573153776
295,-1282.05128205,-461.538461538,-150.0,73.3162141687
296,-1282.05128205,-358.974358974,-150.0,72.836518791
297,-1282.05128205,-256.41025641,-150.0,72.6156885823
298,-1282.05128205,-153.846153846,-150.0,72.7856531296
299,-1282.05128205,-51.2820512821,-150.0,73.4033212894
300,-1282.05128205,51.2820512821,-150.0,74.0695363011
301,-1282.05128205,153.846153846,-150.0,74.0012477027
302,-1282.05128205,256.41025641,-150.0,73.2750201046
303,-1282.05128205,358.974358974,-150.0,72.7083313085
304,-1282.05128205,461.538461538,-150.0,72.6429959814
305,-1282.05128205,564.102564103,-150.0,73.0013060858
306,-1282.05128205,666.666666667,-150.0,73.6748290531
307,-1282.05128205,769.230769231,-150.0,74.6265052098
308,-1282.05128205,871.794871795,-150.0,75.8768954568
309,-1282.05128205,974.358974359,-150.0,77.4729350297
310,-1282.05128205,1076.92307692,-150.0,79.4154598484
311,-1282.05128205,1179.48717949,-150.0,81.3682459409
312,-1282.05128205,1282.05128205,-150.0,81.3943573598
313,-1282.05128205,1384.61538462,-150.0,71.4875840562
314,-1282.05128205,1487.17948718,-150.0,36.7196871107
315,-1282.05128205,1589.74358974,-150.0,-2.64239191253
316,-1282.05128205,1692.30769231,-150.0,-15.9796207223
317,-1282.05128205,1794.87179487,-150.0,-16.2539449094
318,-1282.05128205,1897.43589744,-150.0,-13.9076987445
319,-1282.05128205,2000.0,-150.0,-11.5658341737
320,-1179.48717949,-2000.0,-150.0,-11.4114109493
321,-1179.48717949,-1897.43589744,-150.0,-13.8440811716
322,-1179.48717949,-1794.87179487,-150.0,-16.3108429507
323,-1179.48717949,-1692.30769231,-150.0,-16.1261991647
324,-1179.48717949,-1589.74358974,-150.0,-2.88836257835
325,-1179.48717949,-1487.17948718,-150.0,35.0110413342
326,-1179.48717949,-1384.61538462,-150.0,65.5523948431
327,-1179.48717949,-1282.05128205,-150.0,69.8406556054
328,-1179.48717949,-1179.48717949,-150.0,63.1419183478
329,-1179.48717949,-1076.92307692,-150.0,57.0174192709
330,-1179.48717949,-974.358974359,-150.0,57.4845395335
331,-1179.48717949,-871.794871795,-150.0,60.1600966697
332,-1179.48717949,-769.230769231,-150.0,61.0028639971
333,-1179.48717949,-666.666666667,-150.0,60.5258279624
334,-1179.48717949,-564.102564103,-150.0,59.6646990696
335,-1179.48717949,-461.538461538,-150.0,58.8297217311
336,-1179.48717949,-358.974358974,-150.0,58.1997367079
337,-1179.48717949,-256.41025641,-150.0,57.9774786471
338,-1179.48717949,-153.846153846,-150.0,58.6266538063
339,-1179.48717949,-51.2820512821,-150.0,60.9293579682
340,-1179.48717949,51.2820512821,-150.0,64.1481846175
341,-1179.48717949,153.846153846,-150.0,63.860633806
342,-1179.48717949,256.41025641,-150.0,60.4694218856
343,-1179.48717949,358.974358974,-150.0,58.3349070071
344,-1179.48717949,461.538461538,-150.0,57.865560598
345,-1179.48717949,564.102564103,-150.0,58.2441206536
346,-1179.48717949,666.666666667,-150.0,59.059576861
347,-1179.48717949,769.230769231,-150.0,60.2029821428
348,-1179.48717949,871.794871795,-150.0,61.6981379679
349,-1179.48717949,974.358974359,-150.0,63.6255667222
350,-1179.48717949,1076.92307692,-150.0,66.0463135243
351,-1179.48717949,1179.48717949,-150.0,68.7212545409
352,-1179.48717949,1282.05128205,-150.0,69.8527544385
353,-1179.48717949,1384.61538462,-150.0,61.5660899267
354,-1179.48717949,1487.17948718,-150.0,28.8808617917
355,-1179.48717949,1589.74358974,-150.0,-8.32116946189
356,-1179.48717949,1692.30769231,-150.0,-19.8792853589
357,-1179.48717949,1794.87179487,-150.0,-18.9092318463
358,-1179.48717949,1897.43589744,-150.0,-15.7527796213
359,-1179.48717949,2000.0,-150.0,-12.8879607951
360,-1076.92307692,-2000.0,-150.0,-12.4352963529
361,-1076.92307692,-1897.43589744,-150.0,-15.224341524
362,-1076.92307692,-1794.87179487,-150.0,-18.2037333538
363,-1076.92307692,-1692.30769231,-150.0,-18.738579111
364,-1076.92307692,-1589.74358974,-150.0,-6.44650581819
365,-1076.92307692,-1487.17948718,-150.0,30.3035074693
366,-1076.92307692,-1384.61538462,-150.0,59.2382179174
367,-1076.92307692,-1282.05128205,-150.0,59.2716599656
368,-1076.92307692,-1179.48717949,-150.0,39.3150017615
369,-1076.92307692,-1076.92307692,-150.0,20.7414478088
370,-1076.92307692,-974.358974359,-150.0,32.8263008116
371,-1076.92307692,-871.794871795,-150.0,47.9015528073
372,-1076.92307692,-769.230769231,-150.0,51.6923273135
373,-1076.92307692,-666.666666667,-150.0,51.3378284765
374,-1076.92307692,-564.102564103,-150.0,50.176141819
375,-1076.92307692,-461.538461538,-150.0,49.0359742618
376,-1076.92307692,-358.974358974,-150.0,48.1505769615
377,-1076.92307692,-256.41025641,-150.0,47.8216822514
378,-1076.92307692,-153.846153846,-150.0,49.1755108569
379,-1076.92307692,-51.2820512821,-150.0,56.091512525
380,-1076.92307692,51.2820512821,-150.0,71.2116407273
381,-1076.92307692,153.846153846,-150.0,69.9460185662
382,-1076.92307692,256.41025641,-150.0,54.7109364957
383,-1076.92307692,358.974358974,-150.0,48.5183241797
384,-1076.92307692,461.538461538,-150.0,47.517129493
385,-1076.92307692,564.102564103,-150.0,48.0169726464
386,-1076.92307692,666.666666667,-150.0,49.0359759261
387,-1076.92307692,769.230769231,-150.0,50.392396139
388,-1076.92307692,871.794871795,-150.0,52.1242133146
389,-1076.92307692,974.358974359,-150.0,54.344180727
390,-1076.92307692,1076.92307692,-150.0,57.1565202397
391,-1076.92307692,1179.48717949,-150.0,60.3782999525
392,-1076.92307692,1282.05128205,-150.0,62.2754289935
393,-1076.92307692,1384.61538462,-150.0,55.01139863
394,-1076.92307692,1487.17948718,-150.0,23.5521804364
395,-1076.92307692,1589.74358974,-150.0,-12.3964750577
396,-1076.92307692,1692.30769231,-150.0,-22.870856616
397,-1076.92307692,1794.87179487,-150.0,-21.0756479938
398,-1076.92307692,1897.43589744,-150.0,-17.3330772377
399,-1076.92307692,2000.0,-150.0,-14.0616325368
400,-974.358974359,-2000.0,-150.0,-13.2883978759
401,-974.358974359,-1897.43589744,-150.0,-16.3197271892
402,-974.358974359,-1794.87179487,-150.0,-19.6119467817
403,-974.358974359,-1692.30769231,-150.0,-20.5271731157
404,-974.358974359,-1589.74358974,-150.0,-8.64579952611
405,-974.358974359,-1487.17948718,-150.0,27.7271218399
406,-974.358974359,-1384.61538462,-150.0,56.1261871174
407,-974.358974359,-1282.05128205,-150.0,52.68405406
408,-974.358974359,-1179.48717949,-150.0,11.8140159673
409,-974.358974359,-1076.92307692,-150.0,-32.263873772
410,-974.358974359,-974.358974359,-150.0,4.72949973452
411,-974.358974359,-871.794871795,-150.0,40.3580897834
412,-974.358974359,-769.230769231,-150.0,46.6600243487
413,-974.358974359,-666.666666667,-150.0,45.8623345482
414,-974.358974359,-564.102564103,-150.0,44.1632263631
415,-974.358974359,-461.538461538,-150.0,42.5964248887
416,-974.358974359,-358.974358974,-150.0,41.3295205722
417,-974.358974359,-256.41025641,-150.0,40.6440637327
418,-974.358974359,-153.846153846,-150.0,42.1979423162
419,-974.358974359,-51.2820512821,-150.0,54.5982603742
420,-974.358974359,51.2820512821,-150.0,93.1527135369
421,-974.358974359,153.846153846,-150.0,89.7298901518
422,-974.358974359,256.41025641,-150.0,51.8380799148
423,-974.358974359,358.974358974,-150.0,41.1495753504
424,-974.358974359,461.538461538,-150.0,40.1382914252
425,-974.358974359,564.102564103,-150.0,40.9809819082
426,-974.358974359,666.666666667,-150.0,42.2798827834
427,-974.358974359,769.230769231,-150.0,43.8666296468
428,-974.358974359,871.794871795,-150.0,45.8201954583
429,-974.358974359,974.358974359,-150.0,48.2877409776
430,-974.358974359,1076.92307692,-150.0,51.4042012904
431,-974.358974359,1179.48717949,-150.0,55.016013021
432,-974.358974359,1282.05128205,-150.0,57.4127296593
433,-974.358974359,1384.61538462,-150.0,50.7618008027
434,-974.358974359,1487.17948718,-150.0,19.9954888029
435,-974.358974359,1589.74358974,-150.0,-15.2521162418
436,-974.358974359,1692.30769231,-150.0,-25.0944653943
437,-974.358974359,1794.87179487,-150.0,-22.7811206756
438,-974.358974359,1897.43589744,-150.0,-18.6395117122
439,-974.358974359,2000.0,-150.0,-15.070365901
440,-871.794871795,-2000.0,-150.0,-13.982728818
441,-871.794871795,-1897.43589744,-150.0,-17.1688235906
442,-871.794871795,-1794.87179487,-150.0,-20.6359815992
443,-871.794871795,-1692.30769231,-150.0,-21.7218296702
444,-871.794871795,-1589.74358974,-150.0,-9.94482580605
445,-871.794871795,-1487.17948718,-150.0,26.5149448032
446,-871.794871795,-1384.61538462,-150.0,55.3532811793
447,-871.794871795,-1282.05128205,-150.0,52.2183718507
448,-871.794871795,-1179.48717949,-150.0,7.17828618636
449,-871.794871795,-1076.92307692,-150.0,-43.1154857465
450,-871.794871795,-974.358974359,-150.0,0.0814076092439
451,-871.794871795,-871.794871795,-150.0,39.3544285205
452,-871.794871795,-769.230769231,-150.0,44.6074194677
453,-871.794871795,-666.666666667,-150.0,42.7083429497
454,-871.794871795,-564.102564103,-150.0,40.3122558719
455,-871.794871795,-461.538461538,-150.0,38.2547939258
456,-871.794871795,-358.974358974,-150.0,36.5310421008
457,-871.794871795,-256.41025641,-150.0,35.2701475744
458,-871.794871795,-153.846153846,-150.0,36.0675816786
459,-871.794871795,-51.2820512821,-150.0,48.7259155426
460,-871.794871795,51.2820512821,-150.0,92.7294669288
461,-871.794871795,153.846153846,-150.0,88.511576221
462,-871.794871795,256.41025641,-150.0,45.3924475673
463,-871.794871795,358.974358974,-150.0,34.8074379834
464,-871.794871795,461.538461538,-150.0,34.5999255063
465,-871.794871795,564.102564103,-150.0,35.9591675554
466,-871.794871795,666.666666667,-150.0,37.5777662877
467,-871.794871795,769.230769231,-150.0,39.3941140159
468,-871.794871795,871.794871795,-150.0,41.5471894548
469,-871.794871795,974.358974359,-150.0,44.2187869411
470,-871.794871795,1076.92307692,-150.0,47.5666980817
471,-871.794871795,1179.48717949,-150.0,51.4534519817
472,-871.794871795,1282.05128205,-150.0,54.1773348688
473,-871.794871795,1384.61538462,-150.0,47.9030861802
474,-871.794871795,1487.17948718,-150.0,17.5451593917
475,-871.794871795,1589.74358974,-150.0,-17.2925941906
476,-871.794871795,1692.30769231,-150.0,-26.7554762877
477,-871.794871795,1794.87179487,-150.0,-24.1147072142
478,-871.794871795,1897.43589744,-150.0,-19.7049440879
479,-871.794871795,2000.0,-150.0,-15.9232055305
480,-769.230769231,-2000.0,-150.0,-14.5437796175
481,-769.230769231,-1897.43589744,-150.0,-17.8258435982
482,-769.230769231,-1794.87179487,-150.0,-21.3852852371
