,x,y,z,data,atpole
44,-1897.43589744,-1589.74358974,-150.0,-0.0282210828422,0.0022907337095
45,-1897.43589744,-1487.17948718,-150.0,-0.0309519443406,-0.000296943736552
46,-1897.43589744,-1384.61538462,-150.0,-0.0342152955142,-0.0123174765809
47,-1897.43589744,-1282.05128205,-150.0,-0.0381980768656,-0.0435883808598
48,-1897.43589744,-1179.48717949,-150.0,-0.0431960025243,-0.0851721942371
49,-1897.43589744,-1076.92307692,-150.0,-0.0496725988161,-0.10750278053
50,-1897.43589744,-974.358974359,-150.0,-0.0583419829008,-0.0914207646168
51,-1897.43589744,-871.794871795,-150.0,-0.0702592130613,-0.0702032276673
52,-1897.43589744,-769.230769231,-150.0,-0.0867868737388,-0.124784440087
53,-1897.43589744,-666.666666667,-150.0,-0.108747256368,-0.297713785683
54,-1897.43589744,-564.102564103,-150.0,-0.131346348445,-0.479760728566
55,-1897.43589744,-461.538461538,-150.0,-0.118134318667,-0.395571250879
56,-1897.43589744,-358.974358974,-150.0,0.116037210851,0.231088996309
57,-1897.43589744,-256.41025641,-150.0,1.15605375939,1.41609824487
58,-1897.43589744,-153.846153846,-150.0,3.05725682704,2.77908415854
59,-1897.43589744,-51.2820512821,-150.0,4.12675911703,3.70182755819
60,-1897.43589744,51.2820512821,-150.0,4.08994116788,3.71186637458
61,-1897.43589744,153.846153846,-150.0,2.95253125661,2.80586893804
62,-1897.43589744,256.41025641,-150.0,1.04737473648,1.45105775449
63,-1897.43589744,358.974358974,-150.0,0.0548222341632,0.264012123086
64,-1897.43589744,461.538461538,-150.0,-0.146919327697,-0.372517090087
65,-1897.43589744,564.102564103,-150.0,-0.145162385169,-0.469622996886
66,-1897.43589744,666.666666667,-150.0,-0.115713366813,-0.29908559866
67,-1897.43589744,769.230769231,-150.0,-0.0903555289971,-0.134293243295
68,-1897.43589744,871.794871795,-150.0,-0.0719811204987,-0.0852585260887
69,-1897.43589744,974.358974359,-150.0,-0.0589769727454,-0.111450121252
70,-1897.43589744,1076.92307692,-150.0,-0.0496301227735,-0.133312619961
71,-1897.43589744,1179.48717949,-150.0,-0.0427180642103,-0.117437444368
72,-1897.43589744,1282.05128205,-150.0,-0.0374383601876,-0.0817056866048
73,-1897.43589744,1384.61538462,-150.0,-0.0332738517026,-0.0541787525196
74,-1897.43589744,1487.17948718,-150.0,-0.0298902639501,-0.0429584828795
75,-1897.43589744,1589.74358974,-150.0,-0.0270690701789,-0.0387740945851
76,-1897.43589744,1692.30769231,-150.0,-0.024665181347,-0.0327413702593
77,-1897.43589744,1794.87179487,-150.0,-0.0225804861897,-0.0254149331071
78,-1897.43589744,1897.43589744,-150.0,-0.0207472442364,-0.0220192411243
79,-1897.43589744,2000.0,-150.0,-0.0191175832268,-0.0245020180589
80,-1794.87179487,-2000.0,-150.0,-0.0224189240804,0.0313631647183
81,-1794.87179487,-1897.43589744,-150.0,-0.0240138106446,0.0244845271994
82,-1794.87179487,-1794.87179487,-150.0,-0.0258956014711,0.0102140853573
83,-1794.87179487,-1692.30769231,-150.0,-0.0281075352577,-0.00695755074745
84,-1794.87179487,-1589.74358974,-150.0,-0.0306997661563,-0.0184060534522
85,-1794.87179487,-1487.17948718,-150.0,-0.0337442697018,-0.0206605376384
86,-1794.87179487,-1384.61538462,-150.0,-0.0373583419196,-0.0236479436998
87,-1794.87179487,-1282.05128205,-150.0,-0.0417394186745,-0.0440021085261
88,-1794.87179487,-1179.48717949,-150.0,-0.0472176996841,-0.0835967589849
89,-1794.87179487,-1076.92307692,-150.0,-0.0543397820778,-0.11730100312
90,-1794.87179487,-974.358974359,-150.0,-0.0640068024348,-0.115681227342
91,-1794.87179487,-871.794871795,-150.0,-0.0777021289502,-0.0907496782676
92,-1794.87179487,-769.230769231,-150.0,-0.0978312951238,-0.108359788962
93,-1794.87179487,-666.666666667,-150.0,-0.127999929459,-0.221285211624
94,-1794.87179487,-564.102564103,-150.0,-0.171746272326,-0.359921524824
95,-1794.87179487,-461.538461538,-150.0,-0.22076448205,-0.298888321185
96,-1794.87179487,-358.974358974,-150.0,-0.190094284535,0.210488382848
97,-1794.87179487,-256.41025641,-150.0,0.243855131297,1.20370312912
98,-1794.87179487,-153.846153846,-150.0,1.15051391111,2.36555942005
99,-1794.87179487,-51.2820512821,-150.0,1.63157768704,3.1588918964
100,-1794.87179487,51.2820512821,-150.0,1.60244364663,3.16676556351
101,-1794.87179487,153.846153846,-150.0,1.06778556836,2.38655021129
102,-1794.87179487,256.41025641,-150.0,0.157941334891,1.23101780826
103,-1794.87179487,358.974358974,-150.0,-0.238635041451,0.235980585647
104,-1794.87179487,461.538461538,-150.0,-0.243601985918,-0.281522920327
105,-1794.87179487,564.102564103,-150.0,-0.182624477704,-0.353196245755
106,-1794.87179487,666.666666667,-150.0,-0.133337587176,-0.224149426016
107,-1794.87179487,769.230769231,-150.0,-0.100365425074,-0.118071746433
108,-1794.87179487,871.794871795,-150.0,-0.0786699390602,-0.104812284928
109,-1794.87179487,974.358974359,-150.0,-0.0640260640573,-0.132617899022
110,-1794.87179487,1076.92307692,-150.0,-0.0537574848825,-0.136404650774
111,-1794.87179487,1179.48717949,-150.0,-0.0462529393606,-0.104612947876
112,-1794.87179487,1282.05128205,-150.0,-0.040542508506,-0.0671843918196
113,-1794.87179487,1384.61538462,-150.0,-0.0360336350428,-0.049697310203
114,-1794.87179487,1487.17948718,-150.0,-0.0323571361509,-0.0501803169519
115,-1794.87179487,1589.74358974,-150.0,-0.0292779862694,-0.0514995815735
116,-1794.87179487,1692.30769231,-150.0,-0.0266430743595,-0.0437597000111
117,-1794.87179487,1794.87179487,-150.0,-0.0243501388378,-0.0313932468971
118,-1794.87179487,1897.43589744,-150.0,-0.0223290031426,-0.0237940186993
119,-1794.87179487,2000.0,-150.0,-0.0205300741658,-0.0245516126555
120,-1692.30769231,-2000.0,-150.0,-0.0241036974128,0.0368341726164
121,-1692.30769231,-1897.43589744,-150.0,-0.0258373558355,0.0310186890251
122,-1692.30769231,-1794.87179487,-150.0,-0.0279217958926,0.0164989144372
123,-1692.30769231,-1692.30769231,-150.0,-0.0303973243068,-0.00332202362993
124,-1692.30769231,-1589.74358974,-150.0,-0.0333007259218,-0.0185227452882
125,-1692.30769231,-1487.17948718,-150.0,-0.0366837233236,-0.0219422454023
126,-1692.30769231,-1384.61538462,-150.0,-0.0406416904697,-0.0209678325107
127,-1692.30769231,-1282.05128205,-150.0,-0.0453537179649,-0.0355090389769
128,-1692.30769231,-1179.48717949,-150.0,-0.0511402888604,-0.0765572421611
129,-1692.30769231,-1076.92307692,-150.0,-0.0585543212361,-0.125897776019
130,-1692.30769231,-974.358974359,-150.0,-0.0685370395999,-0.147560212741
131,-1692.30769231,-871.794871795,-150.0,-0.0826967983393,-0.13128541841
132,-1692.30769231,-769.230769231,-150.0,-0.103811247289,-0.120814653558
133,-1692.30769231,-666.666666667,-150.0,-0.136685663482,-0.174981527078
134,-1692.30769231,-564.102564103,-150.0,-0.189287006892,-0.275810325176
135,-1692.30769231,-461.538461538,-150.0,-0.272322404363,-0.278351983972
136,-1692.30769231,-358.974358974,-150.0,-0.388233094316,0.00867045188629
137,-1692.30769231,-256.41025641,-150.0,-0.500905640446,0.641954296033
138,-1692.30769231,-153.846153846,-150.0,-0.574245408648,1.42033910973
139,-1692.30769231,-51.2820512821,-150.0,-0.63669593193,1.96425692121
140,-1692.30769231,51.2820512821,-150.0,-0.649430050248,1.96993218117
141,-1692.30769231,153.846153846,-150.0,-0.608211273311,1.43522972889
142,-1692.30769231,256.41025641,-150.0,-0.537600572452,0.660727333085
143,-1692.30769231,358.974358974,-150.0,-0.412348972199,0.0253858137238
144,-1692.30769231,461.538461538,-150.0,-0.285237744188,-0.267680834475
145,-1692.30769231,564.102564103,-150.0,-0.195848772235,-0.272202480655
146,-1692.30769231,666.666666667,-150.0,-0.139849946801,-0.177377641659
147,-1692.30769231,769.230769231,-150.0,-0.105045834362,-0.127736273579
148,-1692.30769231,871.794871795,-150.0,-0.0827404386305,-0.141716167377
149,-1692.30769231,974.358974359,-150.0,-0.067800928613,-0.16067700528
150,-1692.30769231,1076.92307692,-150.0,-0.057303023994,-0.140766932804
151,-1692.30769231,1179.48717949,-150.0,-0.0495688324485,-0.0928537829094
152,-1692.30769231,1282.05128205,-150.0,-0.0436162900238,-0.0546446541393
153,-1692.30769231,1384.61538462,-150.0,-0.0388569207574,-0.0458893420243
154,-1692.30769231,1487.17948718,-150.0,-0.0349292496204,-0.0551068561942
155,-1692.30769231,1589.74358974,-150.0,-0.0316053819709,-0.0599481732234
156,-1692.30769231,1692.30769231,-150.0,-0.0287375595048,-0.050963019818
157,-1692.30769231,1794.87179487,-150.0,-0.0262270016448,-0.035591715754
158,-1692.30769231,1897.43589744,-150.0,-0.0240054282397,-0.0255633668353
159,-1692.30769231,2000.0,-150.0,-0.0220239344513,-0.0250734622793
160,-1589.74358974,-2000.0,-150.0,-0.0257612058826,0.0299483519112
161,-1589.74358974,-1897.43589744,-150.0,-0.0276246647935,0.0240531749003
162,-1589.74358974,-1794.87179487,-150.0,-0.0299377937871,0.013667784882
163,-1589.74358974,-1692.30769231,-150.0,-0.0327341241452,-0.000543489672294
164,-1589.74358974,-1589.74358974,-150.0,-0.0360225492167,-0.0124402350836
165,-1589.74358974,-1487.17948718,-150.0,-0.0398122302219,-0.0158467125716
166,-1589.74358974,-1384.61538462,-150.0,-0.0441494779643,-0.0153937571511
167,-1589.74358974,-1282.05128205,-150.0,-0.0491623509678,-0.0286671410358
168,-1589.74358974,-1179.48717949,-150.0,-0.0551157451913,-0.0698084451182
169,-1589.74358974,-1076.92307692,-150.0,-0.0624910084173,-0.127479765201
170,-1589.74358974,-974.358974359,-150.0,-0.0721187352792,-0.166055065278
171,-1589.74358974,-871.794871795,-150.0,-0.0854143798017,-0.160469928639
172,-1589.74358974,-769.230769231,-150.0,-0.104798032806,-0.132589053996
173,-1589.74358974,-666.666666667,-150.0,-0.134411390374,-0.139677747486
174,-1589.74358974,-564.102564103,-150.0,-0.181173484321,-0.208419233764
175,-1589.74358974,-461.538461538,-150.0,-0.255561164175,-0.277239478429
176,-1589.74358974,-358.974358974,-150.0,-0.368948488175,-0.224093383911
177,-1589.74358974,-256.41025641,-150.0,-0.520559594458,0.0206320368938
178,-1589.74358974,-153.846153846,-150.0,-0.677421662098,0.377007103508
179,-1589.74358974,-51.2820512821,-150.0,-0.780191289389,0.643664463937
180,-1589.74358974,51.2820512821,-150.0,-0.783990935824,0.647797075023
181,-1589.74358974,153.846153846,-150.0,-0.687217783154,0.387341388626
182,-1589.74358974,256.41025641,-150.0,-0.531816732304,0.0324560113122
183,-1589.74358974,358.974358974,-150.0,-0.377691539843,-0.21493864879
184,-1589.74358974,461.538461538,-150.0,-0.261017003341,-0.272086171062
185,-1589.74358974,564.102564103,-150.0,-0.18410433959,-0.206178960369
186,-1589.74358974,666.666666667,-150.0,-0.135602657962,-0.139185994636
187,-1589.74358974,769.230769231,-150.0,-0.104763938424,-0.134366405716
188,-1589.74358974,871.794871795,-150.0,-0.0844816593927,-0.16616594355
189,-1589.74358974,974.358974359,-150.0,-0.0705245347671,-0.176518410755
190,-1589.74358974,1076.92307692,-150.0,-0.060438780569,-0.142056530359
191,-1589.74358974,1179.48717949,-150.0,-0.0527976251583,-0.0880082435655
192,-1589.74358974,1282.05128205,-150.0,-0.0467595016797,-0.05219469154
193,-1589.74358974,1384.61538462,-150.0,-0.0418179838122,-0.0475531665427
194,-1589.74358974,1487.17948718,-150.0,-0.0376608518229,-0.0582139157815
195,-1589.74358974,1589.74358974,-150.0,-0.0340900490223,-0.0623850403061
196,-1589.74358974,1692.30769231,-150.0,-0.0309757018669,-0.0529078825651
197,-1589.74358974,1794.87179487,-150.0,-0.0282293872826,-0.0379881456254
198,-1589.74358974,1897.43589744,-150.0,-0.0257884031475,-0.0284076664067
199,-1589.74358974,2000.0,-150.0,-0.0236064008559,-0.0273777265128
200,-1487.17948718,-2000.0,-150.0,-0.0272484848453,0.013253869285
201,-1487.17948718,-1897.43589744,-150.0,-0.0292134048584,0.000231235119418
202,-1487.17948718,-1794.87179487,-150.0,-0.0317957057218,-0.00857797444519
203,-1487.17948718,-1692.30769231,-150.0,-0.0350176645475,-0.0145251194178
204,-1487.17948718,-1589.74358974,-150.0,-0.0388354490907,-0.0188565178483
205,-1487.17948718,-1487.17948718,-150.0,-0.0431797588172,-0.0211389668849
206,-1487.17948718,-1384.61538462,-150.0,-0.0480112541619,-0.0238292099991
207,-1487.17948718,-1282.05128205,-150.0,-0.0533735750186,-0.0366557052248
208,-1487.17948718,-1179.48717949,-150.0,-0.0594401668459,-0.0699283551188
209,-1487.17948718,-1076.92307692,-150.0,-0.0665672955889,-0.118742197164
210,-1487.17948718,-974.358974359,-150.0,-0.0753773363229,-0.157427240433
211,-1487.17948718,-871.794871795,-150.0,-0.0869037086712,-0.15969898373
212,-1487.17948718,-769.230769231,-150.0,-0.102830931957,-0.130693087664
213,-1487.17948718,-666.666666667,-150.0,-0.12584074029,-0.114103587024
214,-1487.17948718,-564.102564103,-150.0,-0.159948785613,-0.155580796432
215,-1487.17948718,-461.538461538,-150.0,-0.210272106363,-0.252462289308
216,-1487.17948718,-358.974358974,-150.0,-0.280668462575,-0.345282213985
217,-1487.17948718,-256.41025641,-150.0,-0.367315206702,-0.369797502711
218,-1487.17948718,-153.846153846,-150.0,-0.451585608832,-0.321341526743
219,-1487.17948718,-51.2820512821,-150.0,-0.504707831371,-0.262160838419
220,-1487.17948718,51.2820512821,-150.0,-0.505644961527,-0.258910594596
221,-1487.17948718,153.846153846,-150.0,-0.45402514916,-0.31381717913
222,-1487.17948718,256.41025641,-150.0,-0.370323299196,-0.362573326616
223,-1487.17948718,358.974358974,-150.0,-0.283312464248,-0.341105479532
224,-1487.17948718,461.538461538,-150.0,-0.212057152757,-0.250246518395
225,-1487.17948718,564.102564103,-150.0,-0.160742587561,-0.15254697126
226,-1487.17948718,666.666666667,-150.0,-0.125660076346,-0.109703172355
227,-1487.17948718,769.230769231,-150.0,-0.101743612778,-0.128057398207
228,-1487.17948718,871.794871795,-150.0,-0.0850133053167,-0.163051845262
229,-1487.17948718,974.358974359,-150.0,-0.07282967529,-0.168384534689
230,-1487.17948718,1076.92307692,-150.0,-0.06355392632,-0.13570244802
231,-1487.17948718,1179.48717949,-150.0,-0.0561917994033,-0.091145658527
232,-1487.17948718,1282.05128205,-150.0,-0.0501407262134,-0.063043180155
233,-1487.17948718,1384.61538462,-150.0,-0.0450306855732,-0.0575852687477
234,-1487.17948718,1487.17948718,-150.0,-0.0406288066903,-0.0614200587681
235,-1487.17948718,1589.74358974,-150.0,-0.0367833722635,-0.0600625696762
236,-1487.17948718,1692.30769231,-150.0,-0.0333912147475,-0.050535154253
237,-1487.17948718,1794.87179487,-150.0,-0.0303787546841,-0.0392722841691
238,-1487.17948718,1897.43589744,-150.0,-0.0276909333982,-0.03267908604
239,-1487.17948718,2000.0,-150.0,-0.0252847027093,-0.0314690479438
240,-1384.61538462,-2000.0,-150.0,-0.0282678849068,0.011943733548
241,-1384.61538462,-1897.43589744,-150.0,-0.0302574682864,-0.0161830323724
242,-1384.61538462,-1794.87179487,-150.0,-0.033170774858,-0.0327404983652
243,-1384.61538462,-1692.30769231,-150.0,-0.037012249932,-0.0375738068305
244,-1384.61538462,-1589.74358974,-150.0,-0.0416346807986,-0.0387377232459
245,-1384.61538462,-1487.17948718,-150.0,-0.0468223550183,-0.043366397481
246,-1384.61538462,-1384.61538462,-150.0,-0.0523936886199,-0.052233544875
247,-1384.61538462,-1282.05128205,-150.0,-0.0582746081691,-0.0638588074618
248,-1384.61538462,-1179.48717949,-150.0,-0.0645308226935,-0.0801660500137
249,-1384.61538462,-1076.92307692,-150.0,-0.0713793275438,-0.103333700353
250,-1384.61538462,-974.358974359,-150.0,-0.0792090274094,-0.127299833149
251,-1384.61538462,-871.794871795,-150.0,-0.0886335614565,-0.138611823086
252,-1384.61538462,-769.230769231,-150.0,-0.100583084085,-0.131926720425
253,-1384.61538462,-666.666666667,-150.0,-0.116405253319,-0.124343815167
254,-1384.61538462,-564.102564103,-150.0,-0.13785425592,-0.147841817805
255,-1384.61538462,-461.538461538,-150.0,-0.166662664348,-0.221566963353
256,-1384.61538462,-358.974358974,-150.0,-0.203219316348,-0.331218161116
257,-1384.61538462,-256.41025641,-150.0,-0.244312132506,-0.438537614193
258,-1384.61538462,-153.846153846,-150.0,-0.281685568741,-0.511466513314
259,-1384.61538462,-51.2820512821,-150.0,-0.304417501946,-0.542783696881
260,-1384.61538462,51.2820512821,-150.0,-0.304726436659,-0.54025146737
261,-1384.61538462,153.846153846,-150.0,-0.282519859981,-0.506031979394
262,-1384.61538462,256.41025641,-150.0,-0.24542181707,-0.434199353433
263,-1384.61538462,358.974358974,-150.0,-0.204268383248,-0.329265198467
264,-1384.61538462,461.538461538,-150.0,-0.167310262105,-0.219372708129
265,-1384.61538462,564.102564103,-150.0,-0.13781522247,-0.142599495788
266,-1384.61538462,666.666666667,-150.0,-0.115485316185,-0.117517753882
267,-1384.61538462,769.230769231,-150.0,-0.0986955206288,-0.129080319081
268,-1384.61538462,871.794871795,-150.0,-0.0858039015592,-0.14441306337
269,-1384.61538462,974.358974359,-150.0,-0.0755729030199,-0.141167437973
270,-1384.61538462,1076.92307692,-150.0,-0.0671754955492,-0.120675030544
271,-1384.61538462,1179.48717949,-150.0,-0.0600866931735,-0.0977014729229
272,-1384.61538462,1282.05128205,-150.0,-0.0539770862844,-0.0825484048874
273,-1384.61538462,1384.61538462,-150.0,-0.0486363539822,-0.0740720753162
274,-1384.61538462,1487.17948718,-150.0,-0.0439247010384,-0.0660996291471
275,-1384.61538462,1589.74358974,-150.0,-0.0397438991537,-0.0560583638524
276,-1384.61538462,1692.30769231,-150.0,-0.0360206065718,-0.0464448277709
277,-1384.61538462,1794.87179487,-150.0,-0.0326969335532,-0.0403206890672
278,-1384.61538462,1897.43589744,-150.0,-0.0297251354842,-0.0376458353518
279,-1384.61538462,2000.0,-150.0,-0.0270646040152,-0.0358945850559
280,-1282.05128205,-2000.0,-150.0,-0.0281940567809,0.049714748708
281,-1282.05128205,-1897.43589744,-150.0,-0.0300097619042,0.0053321153253
282,-1282.05128205,-1794.87179487,-150.0,-0.0333491615857,-0.0280391636579
283,-1282.05128205,-1692.30769231,-150.0,-0.0381855157422,-0.0439962471514
284,-1282.05128205,-1589.74358974,-150.0,-0.0441476064245,-0.0526867333431
285,-1282.05128205,-1487.17948718,-150.0,-0.0507243815967,-0.0670298263643
286,-1282.05128205,-1384.61538462,-150.0,-0.0574906253619,-0.0867102915907
287,-1282.05128205,-1282.05128205,-150.0,-0.0642230632126,-0.09944223386
288,-1282.05128205,-1179.48717949,-150.0,-0.0708967314425,-0.0979914543473
289,-1282.05128205,-1076.92307692,-150.0,-0.0776244404592,-0.09182802534
290,-1282.05128205,-974.358974359,-150.0,-0.0845991621381,-0.0985805863542
291,-1282.05128205,-871.794871795,-150.0,-0.0920673374202,-0.124972392187
292,-1282.05128205,-769.230769231,-150.0,-0.100334384381,-0.159738584809
293,-1282.05128205,-666.666666667,-150.0,-0.109781801849,-0.186787520878
294,-1282.05128205,-564.102564103,-150.0,-0.120842480219,-0.203145358067
295,-1282.05128205,-461.538461538,-150.0,-0.133834687252,-0.221411649224
296,-1282.05128205,-358.974358974,-150.0,-0.148555276406,-0.255035299586
297,-1282.05128205,-256.41025641,-150.0,-0.163725426999,-0.30332230187
298,-1282.05128205,-153.846153846,-150.0,-0.176785346693,-0.350861230604
299,-1282.05128205,-51.2820512821,-150.0,-0.184621518367,-0.379094250533
300,-1282.05128205,51.2820512821,-150.0,-0.185034815843,-0.377610418491
301,-1282.05128205,153.846153846,-150.0,-0.177914278984,-0.347864177118
302,-1282.05128205,256.41025641,-150.0,-0.165262317116,-0.301007175468
303,-1282.05128205,358.974358974,-150.0,-0.150063411479,-0.252907143782
304,-1282.05128205,461.538461538,-150.0,-0.134840664294,-0.216737557796
305,-1282.05128205,564.102564103,-150.0,-0.120928753588,-0.195456310469
306,-1282.05128205,666.666666667,-150.0,-0.108653967051,-0.180737023612
307,-1282.05128205,769.230769231,-150.0,-0.097853723328,-0.161709897099
308,-1282.05128205,871.794871795,-150.0,-0.0882585421047,-0.136313487079
309,-1282.05128205,974.358974359,-150.0,-0.0796486732797,-0.113266758389
310,-1282.05128205,1076.92307692,-150.0,-0.0718778556372,-0.102005047945
311,-1282.05128205,1179.48717949,-150.0,-0.0648522496483,-0.101614087647
312,-1282.05128205,1282.05128205,-150.0,-0.0585062015158,-0.101179738682
313,-1282.05128205,1384.61538462,-150.0,-0.052786301995,-0.0909657940897
314,-1282.05128205,1487.17948718,-150.0,-0.0476433976426,-0.0718681187478
315,-1282.05128205,1589.74358974,-150.0,-0.0430296090705,-0.0533717386704
316,-1282.05128205,1692.30769231,-150.0,-0.0388978661471,-0.0434625527071
317,-1282.05128205,1794.87179487,-150.0,-0.0352024362512,-0.0417952811551
318,-1282.05128205,1897.43589744,-150.0,-0.0318996670126,-0.0420307469051
319,-1282.05128205,2000.0,-150.0,-0.0289486113303,-0.0387759384956
320,-1179.48717949,-2000.0,-150.0,-0.0256780589313,0.10808249064
321,-1179.48717949,-1897.43589744,-150.0,-0.0268039479971,0.0569351213523
322,-1179.48717949,-1794.87179487,-150.0,-0.0307232608359,0.00706078004533
323,-1179.48717949,-1692.30769231,-150.0,-0.0373439331489,-0.0255969148951
324,-1179.48717949,-1589.74358974,-150.0,-0.0457459329114,-0.0471824847024
325,-1179.48717949,-1487.17948718,-150.0,-0.054760263946,-0.0731316041132
326,-1179.48717949,-1384.61538462,-150.0,-0.0635228891073,-0.10446372139
327,-1179.48717949,-1282.05128205,-150.0,-0.0716521472757,-0.123451416756
328,-1179.48717949,-1179.48717949,-150.0,-0.0791220437638,-0.116214190885
329,-1179.48717949,-1076.92307692,-150.0,-0.0860490549977,-0.0958686846303
330,-1179.48717949,-974.358974359,-150.0,-0.0925214097031,-0.0964409282337
331,-1179.48717949,-871.794871795,-150.0,-0.0984967337605,-0.140238409767
332,-1179.48717949,-769.230769231,-150.0,-0.10375636888,-0.212551762178
333,-1179.48717949,-666.666666667,-150.0,-0.107913601168,-0.271311445739
334,-1179.48717949,-564.102564103,-150.0,-0.1104966106,-0.28270905631
335,-1179.48717949,-461.538461538,-150.0,-0.111136306432,-0.247802830968
336,-1179.48717949,-358.974358974,-150.0,-0.1098471693,-0.196685742977
337,-1179.48717949,-256.41025641,-150.0,-0.107273512046,-0.160130685538
338,-1179.48717949,-153.846153846,-150.0,-0.104660878166,-0.147390777295
339,-1179.48717949,-51.2820512821,-150.0,-0.103395724995,-0.147570138889
340,-1179.48717949,51.2820512821,-150.0,-0.104294476565,-0.147646722872
341,-1179.48717949,153.846153846,-150.0,-0.107107865888,-0.147589583136
342,-1179.48717949,256.41025641,-150.0,-0.110605707386,-0.15943717408
343,-1179.48717949,358.974358974,-150.0,-0.113196400012,-0.192594959689
344,-1179.48717949,461.538461538,-150.0,-0.113658117068,-0.239114380419
345,-1179.48717949,564.102564103,-150.0,-0.111530307692,-0.273304003631
346,-1179.48717949,666.666666667,-150.0,-0.10704788671,-0.268957302026
347,-1179.48717949,769.230769231,-150.0,-0.100829525248,-0.221465780744
348,-1179.48717949,871.794871795,-150.0,-0.0935754814157,-0.154771467046
349,-1179.48717949,974.358974359,-150.0,-0.0858895485866,-0.104365453695
350,-1179.48717949,1076.92307692,-150.0,-0.0782169771668,-0.0897379291636
351,-1179.48717949,1179.48717949,-150.0,-0.0708495912173,-0.100973758615
352,-1179.48717949,1282.05128205,-150.0,-0.0639571266559,-0.111268139595
353,-1179.48717949,1384.61538462,-150.0,-0.0576221796407,-0.102172461197
354,-1179.48717949,1487.17948718,-150.0,-0.0518696739606,-0.077265212054
355,-1179.48717949,1589.74358974,-150.0,-0.0466888037533,-0.0536514965877
356,-1179.48717949,1692.30769231,-150.0,-0.0420482487847,-0.0433278178539
357,-1179.48717949,1794.87179487,-150.0,-0.0379062226867,-0.0438894957851
358,-1179.48717949,1897.43589744,-150.0,-0.0342168456528,-0.0448388335009
359,-1179.48717949,2000.0,-150.0,-0.0309340195213,-0.0391483344103
360,-1076.92307692,-2000.0,-150.0,-0.0176886391723,0.118206492152
361,-1076.92307692,-1897.43589744,-150.0,-0.01672190654,0.0775457149425
362,-1076.92307692,-1794.87179487,-150.0,-0.021498317781,0.0238875731424
